DATAFLOW,LAST UPDATE,freq,nace_r2,sizeclas,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,CZ,2022,4.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,CZ,2023,3.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2011,2.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2012,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2013,2.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2014,2.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2015,2.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2016,2.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2017,2.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2018,3.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2019,3.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2020,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2021,3.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2022,4.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,DE,2023,4.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2008,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2009,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2010,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2011,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2012,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2013,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2014,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2015,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2016,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2017,2.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2018,1.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2019,1.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2020,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2021,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2022,2.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,EE,2023,1.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2009,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2010,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2011,2.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2012,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2013,1.3,b
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2014,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2015,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2016,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2017,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2018,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2019,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2020,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2021,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2022,2.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,FI,2023,2.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2012,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2013,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2015,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2016,1.6,b
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2017,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2018,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2019,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2020,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2021,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2022,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HR,2023,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2008,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2009,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2010,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2011,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2012,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2013,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2014,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2015,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2016,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2017,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2018,2.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2019,2.5,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2020,2.0,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2021,2.3,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2022,2.7,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,HU,2023,2.4,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,IS,2019,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,IS,2020,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,IS,2021,3.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,IS,2022,3.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,IS,2023,2.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2008,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2009,0.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2010,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2011,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2012,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2013,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2015,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2016,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2017,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2018,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2019,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2020,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2021,1.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2022,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LT,2023,2.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2008,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2009,0.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2010,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2011,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2012,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2013,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2015,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2016,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2017,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2018,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2019,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2020,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2021,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2022,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LU,2023,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2008,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2009,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2010,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2011,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2012,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2013,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2014,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2015,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2016,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2017,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2018,2.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2019,3.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2020,2.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2021,2.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2022,2.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,LV,2023,2.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2013,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2014,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2015,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2016,1.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2017,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2018,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2019,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2020,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2021,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2022,1.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,MK,2023,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2008,2.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2009,1.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2010,1.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2011,1.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2012,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2013,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2014,1.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2015,1.7,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2016,2.0,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2017,2.5,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2018,2.9,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2019,3.2,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2020,2.5,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2021,3.8,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2022,4.8,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NL,2023,4.5,p
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2009,,c
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2010,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2011,2.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2012,2.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2013,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2014,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2015,2.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2016,1.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2017,2.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2018,2.3,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2019,2.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2020,2.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2021,3.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2022,3.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,NO,2023,3.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2009,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2010,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2011,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2012,0.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2013,0.4,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2014,0.5,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2015,0.6,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2016,0.8,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2017,1.0,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2018,1.2,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2019,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2020,0.7,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2021,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2022,1.1,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PL,2023,0.9,
ESTAT:JVS_A_RATE_R2(1.0),13/09/24 11:00:00,A,A-S,TOTAL,AVG_A,PT,2010,0.4,
